construct,construct_id,category,citation,item_no,item_text,reverse_scored,status,verified_ok (RA: yes/no),correction_if_wrong,notes
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",2,I don't talk a lot.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",3,I feel comfortable around people.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",4,I keep in the background.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",5,I start conversations.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",6,I have little to say.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",7,I talk to a lot of different people at parties.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",8,I don't like to draw attention to myself.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",9,I don't mind being the center of attention.,False,needs_verification,,,
Extraversion (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_extraversion,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",10,I am quiet around strangers.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",1,I have a rich vocabulary.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",2,I have difficulty understanding abstract ideas.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",3,I have a vivid imagination.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",4,I am not interested in abstract ideas.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",5,I have excellent ideas.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",6,I do not have a good imagination.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",7,I am quick to understand things.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",8,I use difficult words.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",9,I spend time reflecting on things.,False,needs_verification,,,
Intellect/Imagination (IPIP 50-item Big-Five Factor Markers),ipip_50_item_big_five_factor_markers_intellect_imagination,Big Five personality traits,"Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological Assessment, 4(1), 26–42. https://doi.org/10.1037/1040-3590.4.1.26; Goldberg, L. R. (1999). A broad-bandwidth, public-domain, personality inventory measuring the lower-level facets of several five-factor models. In I. Mervielde, I. J. Deary, F. De Fruyt, & F. Ostendorf (Eds.), Personality psychology in Europe (Vol. 7, pp. 7–28). Tilburg University Press.",10,I am full of ideas.,False,needs_verification,,,
Empathic Concern (IRI),iri_empathic_concern,Empathy,"Davis, M. H. (1983). Measuring individual differences in empathy: Evidence for a multidimensional approach. Journal of Personality and Social Psychology, 44(1), 113–126. https://doi.org/10.1037/0022-3514.44.1.113",1,"I often have tender, concerned feelings for people less fortunate than me.",False,needs_verification,,,
Empathic Concern (IRI),iri_empathic_concern,Empathy,"Davis, M. H. (1983). Measuring individual differences in empathy: Evidence for a multidimensional approach. Journal of Personality and Social Psychology, 44(1), 113–126. https://doi.org/10.1037/0022-3514.44.1.113",2,Sometimes I don't feel very sorry for other people when they are having problems.,True,needs_verification,,,
